UID,AN,PID,DN,DP,TN,RL,key,value
"(UID, 236f81ef2cd4a91)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1505)","(_id, 1505)","(prekey_id, 5569854)","(sent_to_server, 0)","(record, CL760wISIQVvqGh9nnaQdG3TdgtllgLdoPs7cywy8N782Z+vfQ5YRxogaEO32pvM4YKhevaBO5BKDCUnINvBffmsLLzdM+Ptilg=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 8e90588180e1f4c)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1506)","(_id, 1506)","(prekey_id, 5569855)","(sent_to_server, 0)","(record, CL/60wISIQXOAcMP3ao1Jt+Z/a61SiYOnVBWn92OJo4EkzsBEX4zdxogEOHjODba0D08KoCc8B7ltMbrNwRGfCC2Gp+Fwtzr4nE=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 7ba192c3a23c42a)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1507)","(_id, 1507)","(prekey_id, 5569856)","(sent_to_server, 0)","(record, CMD60wISIQV5Z5ZxMZXcbCAJ9I2AIhNZo2z9i4cZ8jczcvxOr+xZLBogmFF70VhRkQBJmjRT+5dVsCZOTE/SO6Yt4U4Nt+upFk8=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, e172c23f219ae09)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1508)","(_id, 1508)","(prekey_id, 5569857)","(sent_to_server, 0)","(record, CMH60wISIQUuLNBOud7JPbXXHIzZocWVAZE37XH0/paGO68HnFzuKRogoFkMpCo8y2Rxw/JLqELoOB1H+t4rYF/Nb75yVeZ2Qnc=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, e3d316d1bc3ba5b)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1509)","(_id, 1509)","(prekey_id, 5569858)","(sent_to_server, 0)","(record, CML60wISIQXR8gKnp9tEDGK2BuOvRHfO0b7m1va2jo4zm4QGjUK9ARogwOSpIDObpQKmhbpg2niJzZMZ1LhhotJtcG5KrOEM2Wc=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 3515a6325094067)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1510)","(_id, 1510)","(prekey_id, 5569859)","(sent_to_server, 0)","(record, CMP60wISIQWNeLjM+KMd6I12x71beB9HyR6OIPghQSK9zxyeUhAHaBogwAXfySLRPB5hbQuc7SUS2vaU3fwaVkZREFf9FYRPe2o=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, fae12df13e20f46)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1511)","(_id, 1511)","(prekey_id, 5569860)","(sent_to_server, 0)","(record, CMT60wISIQU/VMm6k5N4IsIlWNnW9De+QfBT7SbYPTXCZ+AM7HK/GRogaLaw2HKbL/SyaNrOKfD/xvEc0KQnsZPLqBGmK7GcOFA=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, cc37ecc8f79842a)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1512)","(_id, 1512)","(prekey_id, 5569861)","(sent_to_server, 0)","(record, CMX60wISIQU4x2t1b4S9t7FVAO3dtbODfWHoGAjtm4lWL6NQ14bUbhogICT8beZGcYQlHLZAb0uQbrzmGVpK7HiDmm88fFIHfVM=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, de27f67a0e9f216)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1513)","(_id, 1513)","(prekey_id, 5569863)","(sent_to_server, 0)","(record, CMf60wISIQX/e4tFQQOi4v3Sk+S0BRSBniqXHG113fHLAUAouecSEBog2Ay68GWQq+s27YnasmlbJKHtNk+aOaqtJPgmQG5Iz3A=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 6dbf6e88b157762)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1514)","(_id, 1514)","(prekey_id, 5569864)","(sent_to_server, 0)","(record, CMj60wISIQVevXfJV3kFkRXpLyVDXUZ0UTLcIZrpw7aSNeKw3PTIUBogeKqVjPj1FrAuVbppLjJYgEUGcxHEqSBp2GHqBNzWC3s=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, d0ce0a0ced739a7)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1515)","(_id, 1515)","(prekey_id, 5569865)","(sent_to_server, 0)","(record, CMn60wISIQXQ8FVJY/oUAemMHSPbfzHaG3cRtnQ6vMBNuagnAB4uCRogGP1E/VgbUKxu5OpUR9MX5zuOdjG7bJMNwaLiN5draVY=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 4d8e1c333814fc4)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1516)","(_id, 1516)","(prekey_id, 5569866)","(sent_to_server, 0)","(record, CMr60wISIQXmgJfaXhdwivqCRySbf+McK0IlQA9BGYnCdeklgYS9KxogEPbIaOuMAtnQGlSYc/soE0MSjy38RnBiy16G/qSWDWQ=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, f0565f320f7a880)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1517)","(_id, 1517)","(prekey_id, 5569867)","(sent_to_server, 0)","(record, CMv60wISIQU9oUtrVyhdFOmxkLk+Vi/tySqa8y4KlLD/nkJTLZpuKBogIFePvj53EMoksGf9J2YH++fiE+OGDQYjFMiqbjvCIVI=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, a6adc0fd1602790)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1518)","(_id, 1518)","(prekey_id, 5569868)","(sent_to_server, 0)","(record, CMz60wISIQXAqFlj7xybLgvwLmM3i08YQBosb1Gdi0aBJCTVYLBtZRogoDtKhdEbg+zdp4E8VdJehRkGey5CSv+WXhF1oCObTUg=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 198a5c0c173aec7)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1519)","(_id, 1519)","(prekey_id, 5569869)","(sent_to_server, 0)","(record, CM360wISIQXQbVUzNfxtSlDd5fZTEDSpIepKVjMjyOC9DJ+tSwNAZBogOPw7Q+uzJAAEb/6Oujt0Npq4ZOnXipPj2n2U8b0sYGg=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, e58bfb4cdbf74c2)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1520)","(_id, 1520)","(prekey_id, 5569870)","(sent_to_server, 0)","(record, CM760wISIQV2gnkZ62SgWrZo7BUdadvcpYF+keLBfJaZLZF8Ves5DxogKKs1uyLFAvJnn9zQVvxzir/PjpXrLWunHEz1WaxbPUc=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 6708e6c7b817259)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1521)","(_id, 1521)","(prekey_id, 5569871)","(sent_to_server, 0)","(record, CM/60wISIQWtPMoans0j0rw23x9KmrtCHNKQZQ+cw16e47mN46BlUxogwBjumK792qWE2uZI7YUQkmdCzXWIGNP87wtXuw43EXM=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 70e4f032486e2ba)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1522)","(_id, 1522)","(prekey_id, 5569872)","(sent_to_server, 0)","(record, CND60wISIQVuQWp03MTesg1aiCpprOjPe1GxFTt2gmmmd97wFLI7eRogOKEUQ0Sf7uCaYCybAVd/+U2LEvXuJ5jXmfuPKIw5dGI=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 4314850cba12a2b)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1523)","(_id, 1523)","(prekey_id, 5569873)","(sent_to_server, 0)","(record, CNH60wISIQWKgYc6Plxv2AzEC1dfAYDafshiff7z2oJZSZ+rfjYOexogcEwh9rNzkod14aieMjgScgA3dvIALqgRW5i4X2zX/FY=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, b6e1cf15a95b85e)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1524)","(_id, 1524)","(prekey_id, 5569874)","(sent_to_server, 0)","(record, CNL60wISIQUSbHPt4iK3x0cDcKk9OaybNT2YNhvbl9ONM0Pjh2MpERogqGZ9y0siO1nKlhhoBEqrzSA0DuVwT0WzHk2Z0Tjv71Y=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, fbdad0402a64f82)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1525)","(_id, 1525)","(prekey_id, 5569875)","(sent_to_server, 0)","(record, CNP60wISIQUPp/xaCEsNYKSQdgu6hDU6Mof5CrYtT9kFtR/oW44sPxog6G/gZO2v86XyBS1sNqlkJ2Nt90+LE72/ZanKd1Osx1M=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, f754d6a99bc6f97)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1526)","(_id, 1526)","(prekey_id, 5569876)","(sent_to_server, 0)","(record, CNT60wISIQXcgD3A7h6s/CwrisPt/pHzK0l1ZTJLb+xA8aDP0KCQcxoguCeRC+CkPriGTt8nhz1iqwx7LvZdFkZEqlyqg6tceV8=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 32f60e165838c87)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1527)","(_id, 1527)","(prekey_id, 5569877)","(sent_to_server, 0)","(record, CNX60wISIQXviN4ASRZxAXCaU6ZdQOih0gv9YXqhDP0Cu7E71VSDBhogSK1aEEV/lyF2hlzrs2800sbGU87CBpnhc3N/j+rycWA=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 95bcf30deb12b24)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1528)","(_id, 1528)","(prekey_id, 5569878)","(sent_to_server, 0)","(record, CNb60wISIQUfjR8wwiKNUbWlVE1XiB0CqOs9GuxyR6WfZpwiQWN8RRogmLTPmoxXkd8dvp0EXFZ7OKqreyPhXnZwJYbgiA+2bVM=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 967b7e327004d56)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1529)","(_id, 1529)","(prekey_id, 5569879)","(sent_to_server, 0)","(record, CNf60wISIQX8ad//0Lnle+hTKxMB1iK0pzJYion+mKlZ0TT9b4fTXBogEMkkH6oKwMdEJsdpzbzP23jCeyf62GtZYRo4fEAcfkE=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 3066b00f2393c3d)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1530)","(_id, 1530)","(prekey_id, 5569880)","(sent_to_server, 0)","(record, CNj60wISIQVlpf1Mb2vzzrjoyrJit+7/j3CKBJ3AbYlMmusm5Q9rEhogQGNijwAvHiK4gbILVkeLjfZDl2Uwbq8aYh82dYSeSmg=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 4ec3aad749f0c2e)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1531)","(_id, 1531)","(prekey_id, 5569881)","(sent_to_server, 0)","(record, CNn60wISIQXcP9qv4kKZ7DX1rB8KDDDpG2CG5wxs3Exicl6cRyrfcBogiNciXR7y3AePmecB78oTi1jsThGdr9wFa6R2ZDeU4mw=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 8d85648c389f357)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1532)","(_id, 1532)","(prekey_id, 5569882)","(sent_to_server, 0)","(record, CNr60wISIQXEm0uNl8O5MTFmSTxGJd5h45FUnr65BzAKT0ECOHiPSRogQBoPVebbMZ5wxvcFL6DIlIpAFGmSyorLCXu6uJkCY1M=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 7c3184d79843d2f)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1533)","(_id, 1533)","(prekey_id, 5569883)","(sent_to_server, 0)","(record, CNv60wISIQXebwaJTz+RJnGLqZkqTOimjnusCzcw9qMbO7DAm0N9fBogeA3CGC4mJOupP931TxuSxawx2hhWhejQYIOIvPQlum8=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 94d0bfe34fee909)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1534)","(_id, 1534)","(prekey_id, 5569884)","(sent_to_server, 0)","(record, CNz60wISIQVeNlbpSNQ86OX7U9c3IUAIGPAbgS4kPE1LDeGrp5ZOaxogqI9KdNX4ffGuLzgfCGAObCfRixI4ph86mL7dvCc0XGM=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 5ca6e59da271619)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1535)","(_id, 1535)","(prekey_id, 5569885)","(sent_to_server, 0)","(record, CN360wISIQWw0qnfufeKGO8yLQPsExX34/0JokwUfaOHNtM13wjOLRog4LdesQKn4ocXA1yAs3+kyFzXnPXHSwd+Cdy3GrwaX1c=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 5a8102277aadd16)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1536)","(_id, 1536)","(prekey_id, 5569886)","(sent_to_server, 0)","(record, CN760wISIQWBNxNOH1MPT9wODrZClsHgV/BpoJoEm1smmRRDValGBxogyBdX6SvHMqVcdsK0uDrZpTowvP5pcq4q5brG3YLEXWk=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, c71dd22c3781b8b)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1537)","(_id, 1537)","(prekey_id, 5569887)","(sent_to_server, 0)","(record, CN/60wISIQV3KU0kdvUAVlP2LOAG/jizfuuY0qJRd6a/KcxivMOeZxogMAaUtyo1NosnDDHLGdnP9pwpjMV9X3G8oD3a/Rczb0Y=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, de9b3b4fe6e80af)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1538)","(_id, 1538)","(prekey_id, 5569888)","(sent_to_server, 0)","(record, COD60wISIQWu7wZWME2W+sIBwT0jkoj8qbExkWGL4nqeUaOcoKf/AhoguKsnnsv3zI5v8dZNCssHhp6NRzfusmmoCmypepnqG2o=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, ee6271036daf092)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1539)","(_id, 1539)","(prekey_id, 5569889)","(sent_to_server, 0)","(record, COH60wISIQWdNFjrrp8ePq1N6bgEfs2u2GVbLXxlAseuk2U3TTgwDhogqNj79idTcb/zmkJcFBstuT+16Ds6qvNAbtJDq+grJWQ=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 8a1a64b471df6a3)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1540)","(_id, 1540)","(prekey_id, 5569890)","(sent_to_server, 0)","(record, COL60wISIQVbwa5WsOYGuHmAHf+cKs74i2XfsliyIIb8e/ukuo3YVRogqOLx3KTjQLJtKsGUM4xiw20Gk6xFj7pd0xjhW1ae6HU=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, c9dba1f2fb5854e)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1541)","(_id, 1541)","(prekey_id, 5569891)","(sent_to_server, 0)","(record, COP60wISIQXGznGI7dbjeHxdQDfvkDvaG6NDpQhspt/sBCYpcEWIABogWJMS1YwEOd4U25V5D/IFgtojuBcmod9L/8fx406e5V8=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 6f0d7917d9f5f62)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1542)","(_id, 1542)","(prekey_id, 5569892)","(sent_to_server, 0)","(record, COT60wISIQUR2dNBly+KhYJBzCcQlxwQNJV8tDeFCrZnaCUUQLQDOxogwIicxzNHnYhFfL94AWQzqitVo+lDLntP3kww1/NqL2c=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, e1a274b5b5e3778)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1543)","(_id, 1543)","(prekey_id, 5569893)","(sent_to_server, 0)","(record, COX60wISIQWl0wuYmS5RuFaEqrwKr7Qwa1h7OScd7prb6IjhdOJpXxoggCAvB6AcokG+H0l/QBwnsYH4VPKE2pX6GIczgROOAWQ=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, b9b9bd9c36c38a0)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1544)","(_id, 1544)","(prekey_id, 5569894)","(sent_to_server, 0)","(record, COb60wISIQUgfDNBNeP57Olbk7E1r8nlgxWKq5S7KYIztRdDvgXfPxogkCX9v8IFQe+2O24OrsJz4XuZ+8wuwyYthpnqS5nz1F0=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, bafc914f4457f6d)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1545)","(_id, 1545)","(prekey_id, 5569895)","(sent_to_server, 0)","(record, COf60wISIQVhSZpvpIigruc8Uy6csb6gWTVUB7I0Xpxxh/fa2bDfThogwNhrFT0uLclVCZoJh8nsx5WqRt/M99UReYrQuyYfVEE=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 97af52057df6e00)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1546)","(_id, 1546)","(prekey_id, 5569896)","(sent_to_server, 0)","(record, COj60wISIQWASOvbH3Lig5cidCL75ThMDinzqvc6Xk2L/n3aSRFFXBogWOAYnp6V6emxRICV5vvyfcEaIvhbhvlhaygsx8tZ7Ho=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 35d550d173248c3)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1547)","(_id, 1547)","(prekey_id, 5569897)","(sent_to_server, 0)","(record, COn60wISIQXKH8rKUcD2XHMdqfxxuIj0BS99RORUJJgCnJBMROghJxogwI9lzT89bOc3WX7GHikgytM2pwt9rjWZPuUDyz1fAl4=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 5546d666cea1d38)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1548)","(_id, 1548)","(prekey_id, 5569898)","(sent_to_server, 0)","(record, COr60wISIQXkFvNgWKX1HfNfokhBhj3TB2aDZfnkTCr6bM7iIwdjLRogcNOipuIWzkfI7q7A288Js9rO9lyGGSvYA0HkgYuYF2E=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 73506c223d5b7eb)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1549)","(_id, 1549)","(prekey_id, 5569899)","(sent_to_server, 0)","(record, COv60wISIQX3sDxodSeXWFci1rnYbAPPAyCfsxv/jEy3Hpy/oaSEdBogkMQBzA7btDXthuCupphbTjz6KS8ZOS9PUfW4ybpbWlY=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 724531bfef4f375)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1550)","(_id, 1550)","(prekey_id, 5569900)","(sent_to_server, 0)","(record, COz60wISIQUZuN7ieNyRWCZIU7VDE1w4fqm6YixVFoLVZPrq3pBNZhoggGMztyAU5UOIvTg83h4A95DPKvD3EkPPzT4vTF1b/Hs=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, e51c9793c698b18)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1551)","(_id, 1551)","(prekey_id, 5569901)","(sent_to_server, 0)","(record, CO360wISIQXRwOukpUiE6YxBRa23AXx/0SqYeF4RzC4r72xbwPolGhogCG+vqF2YempfH6RMP44vs+scWqVY9zO2lfxOnFC9kEc=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 1bc45114c4c498c)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1552)","(_id, 1552)","(prekey_id, 5569902)","(sent_to_server, 0)","(record, CO760wISIQXnfoul9/aqG6933T8w8x+8biVVPK8+69AFD0K1q0P8JxogsHwDJ55ac3RgJMooIpAKpDIDLVmA0ZnOwi6DFcOusmk=)","(direct_distribution, 0)","(upload_timestamp, None)"
"(UID, 56d4c0c15a740d0)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1553)","(_id, 1553)","(prekey_id, 5569903)","(sent_to_server, 0)","(record, CO/60wISIQXKtMG7xM52qMrcVTVIuYDtV7onhJsir2hIPyqDK+iXNxogaC1aFRQ/n0k/p21SY0DLbAE3CIySFq0IAPRJn8bUL28=)","(direct_distribution, 0)","(upload_timestamp, None)"
