UID,AN,PID,DN,DP,TN,RL,name,displayName,prevalence
"(UID, 154d7bb76d85c37)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3653)","(domain, channel4000.com)","(entityName, Nexstar Media Group)"
"(UID, da924c768e5209b)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3654)","(domain, fmpub.net)","(entityName, Nexstar Media Group)"
"(UID, 31b343c6a39cfba)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3655)","(domain, foodbuzz.com)","(entityName, Nexstar Media Group)"
"(UID, 45031081aa134d6)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3656)","(domain, fox16.com)","(entityName, Nexstar Media Group)"
"(UID, 443103f36f222d0)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3657)","(domain, kark.com)","(entityName, Nexstar Media Group)"
"(UID, 506afe866fcb16a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3658)","(domain, keloland.com)","(entityName, Nexstar Media Group)"
"(UID, e5a9ae94a1e7d4a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3659)","(domain, khon2.com)","(entityName, Nexstar Media Group)"
"(UID, ba87cddf221a078)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3660)","(domain, klfy.com)","(entityName, Nexstar Media Group)"
"(UID, 0684d6092216d4b)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3661)","(domain, koin.com)","(entityName, Nexstar Media Group)"
"(UID, 79a725be06accaf)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3662)","(domain, kron4.com)","(entityName, Nexstar Media Group)"
"(UID, 777be6b15e1a737)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3663)","(domain, krqe.com)","(entityName, Nexstar Media Group)"
"(UID, 6bdf269add8f59f)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3664)","(domain, ksn.com)","(entityName, Nexstar Media Group)"
"(UID, 6f624f4fafca380)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3665)","(domain, kxan.com)","(entityName, Nexstar Media Group)"
"(UID, 8e743f716f8e0a7)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3666)","(domain, lakana.com)","(entityName, Nexstar Media Group)"
"(UID, 9b09e2a52ebe4e1)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3667)","(domain, lasvegasnow.com)","(entityName, Nexstar Media Group)"
"(UID, 0653bde8f734661)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3668)","(domain, lkqd.net)","(entityName, Nexstar Media Group)"
"(UID, a38a66e8b65f4d5)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3669)","(domain, localsyr.com)","(entityName, Nexstar Media Group)"
"(UID, c7fac4dacef5699)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3670)","(domain, nexstar.tv)","(entityName, Nexstar Media Group)"
"(UID, c8845ccb90d3e80)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3671)","(domain, nwahomepage.com)","(entityName, Nexstar Media Group)"
"(UID, 456210ecd837ce7)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3672)","(domain, rochesterfirst.com)","(entityName, Nexstar Media Group)"
"(UID, 742c784873b8df3)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3673)","(domain, wane.com)","(entityName, Nexstar Media Group)"
"(UID, bb0ed42459a168e)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3674)","(domain, wate.com)","(entityName, Nexstar Media Group)"
"(UID, a6e691f49fe53f1)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3675)","(domain, wavy.com)","(entityName, Nexstar Media Group)"
"(UID, 4a293c20f045ea4)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3676)","(domain, wdtn.com)","(entityName, Nexstar Media Group)"
"(UID, 50574f255e7bca8)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3677)","(domain, wfla.com)","(entityName, Nexstar Media Group)"
"(UID, e4329d569662d97)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3678)","(domain, wivb.com)","(entityName, Nexstar Media Group)"
"(UID, f1fcff252e0b99f)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3679)","(domain, wkbn.com)","(entityName, Nexstar Media Group)"
"(UID, e63db5d9bf22761)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3680)","(domain, wkrg.com)","(entityName, Nexstar Media Group)"
"(UID, 91b7e499de7abe2)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3681)","(domain, wkrn.com)","(entityName, Nexstar Media Group)"
"(UID, dd276c141d5b71c)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3682)","(domain, wlns.com)","(entityName, Nexstar Media Group)"
"(UID, ba9c92d1d1e031e)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3683)","(domain, woodtv.com)","(entityName, Nexstar Media Group)"
"(UID, f05bec71be5a2c8)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3684)","(domain, wpri.com)","(entityName, Nexstar Media Group)"
"(UID, 217827a4de816c9)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3685)","(domain, wric.com)","(entityName, Nexstar Media Group)"
"(UID, 3168e8bac471266)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3686)","(domain, wsav.com)","(entityName, Nexstar Media Group)"
"(UID, 4349c72dbc9d0e0)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3687)","(domain, wspa.com)","(entityName, Nexstar Media Group)"
"(UID, 33c93fdeec7dc1c)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3688)","(domain, wtnh.com)","(entityName, Nexstar Media Group)"
"(UID, 8a179ada8bcd5ef)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3689)","(domain, wwlp.com)","(entityName, Nexstar Media Group)"
"(UID, b3e73c8c88d5857)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3690)","(domain, yashi.com)","(entityName, Nexstar Media Group)"
"(UID, 93c9e9162ac5160)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3691)","(domain, atkingdom-network.com)","(entityName, Limelight Networks, Inc.)"
"(UID, 4764aae4135430a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3692)","(domain, delvenetworks.com)","(entityName, Limelight Networks, Inc.)"
"(UID, 4d2e06dc28d1a26)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3693)","(domain, limelight.com)","(entityName, Limelight Networks, Inc.)"
"(UID, d6319f77f53227a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3694)","(domain, lldns.net)","(entityName, Limelight Networks, Inc.)"
"(UID, 1fcc93164727c3b)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3695)","(domain, llnw.com)","(entityName, Limelight Networks, Inc.)"
"(UID, 621079fdf49f1c9)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3696)","(domain, llnw.net)","(entityName, Limelight Networks, Inc.)"
"(UID, 799240643112449)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3697)","(domain, llnwd.net)","(entityName, Limelight Networks, Inc.)"
"(UID, 89988610a6e7081)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3698)","(domain, llnwi.net)","(entityName, Limelight Networks, Inc.)"
"(UID, 6ba5b5e626ee60a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3699)","(domain, mcstatic.com)","(entityName, Limelight Networks, Inc.)"
"(UID, abf43186e898005)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3700)","(domain, opus-static.com)","(entityName, Limelight Networks, Inc.)"
"(UID, 165461da100aa7a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3701)","(domain, xosnetwork.com)","(entityName, Limelight Networks, Inc.)"
"(UID, 5db407b9e144114)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3702)","(domain, clickability.com)","(entityName, Upland Software Inc.)"
"(UID, a92a759f8dbe014)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3703)","(domain, formalyzer.com)","(entityName, Upland Software Inc.)"
"(UID, 9363436a1ae19e1)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3704)","(domain, leadlander.com)","(entityName, Upland Software Inc.)"
"(UID, f19b2c8b458d8b6)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3705)","(domain, localytics.com)","(entityName, Upland Software Inc.)"
"(UID, 5da7c3f595dccb6)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3706)","(domain, sf14g.com)","(entityName, Upland Software Inc.)"
"(UID, 9880d80c9e350e1)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3707)","(domain, trackalyzer.com)","(entityName, Upland Software Inc.)"
"(UID, d83fa161443583b)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3708)","(domain, lockerdome.com)","(entityName, LockerDome, LLC)"
"(UID, 109841b3f7e18ca)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3709)","(domain, lockerdomecdn.com)","(entityName, LockerDome, LLC)"
"(UID, d41c6dc24624e43)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3710)","(domain, dnsstuff.com)","(entityName, SolarWinds Worldwide, LLC)"
"(UID, b41ae4cb581cc8a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3711)","(domain, loggly.com)","(entityName, SolarWinds Worldwide, LLC)"
"(UID, eb3db4197a2bf5a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3712)","(domain, solarwinds.com)","(entityName, SolarWinds Worldwide, LLC)"
"(UID, 7473949fd6eb919)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3713)","(domain, swcdn.net)","(entityName, SolarWinds Worldwide, LLC)"
"(UID, 1458f92c15d75e8)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3714)","(domain, loop11.com)","(entityName, Loop11)"
"(UID, f2b36282f70150a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3715)","(domain, loopassets.net)","(entityName, Loop Commerce)"
"(UID, 6a00728ba8a78bb)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3716)","(domain, loopgift.com)","(entityName, Loop Commerce)"
"(UID, 32e1b025803f057)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3717)","(domain, loopme.com)","(entityName, LoopMe Ltd)"
"(UID, c538a26fdfb381c)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3718)","(domain, loopme.me)","(entityName, LoopMe Ltd)"
"(UID, d1327746192f818)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3719)","(domain, luckyorange.com)","(entityName, Lucky Orange LLC)"
"(UID, a2c22af689f358c)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3720)","(domain, luckyorange.net)","(entityName, Lucky Orange LLC)"
"(UID, 2c067d21027bc69)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3721)","(domain, lytics.io)","(entityName, Lytics)"
"(UID, 75218ffdc833219)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3722)","(domain, m2.ai)","(entityName, eSell Solutions Ltd. DBA MonetizeMore)"
"(UID, 1f4176dcc1e76bb)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3723)","(domain, macromill.com)","(entityName, Macromill, Inc.)"
"(UID, 1e1fce1b830c267)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3724)","(domain, magnetmail.net)","(entityName, Higher Logic)"
"(UID, b58a6f3c921b2c0)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3725)","(domain, realmagnet.land)","(entityName, Higher Logic)"
"(UID, 530533cf14196f8)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3726)","(domain, attachmail.ru)","(entityName, Mail.Ru Group, OOO)"
"(UID, 3481d97492da379)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 3727)","(domain, gmru.net)","(entityName, Mail.Ru Group, OOO)"
