UID,AN,PID,DN,DP,TN,RL,timeline_id,feedback_action_id
"(UID, 576066367958f9c)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2222)","(_id, 2222)","(hashtag, ZILfortheWin)","(asset_url, https://abs.twimg.com/hashflags/Zilliqa_April_2021/Zilliqa_April_2021.png)","(start_time, 1619654400000)","(end_time, 1627516800000)","(animations, None)"
"(UID, c8e9415f576a013)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2223)","(_id, 2223)","(hashtag, Zilliqa)","(asset_url, https://abs.twimg.com/hashflags/Zilliqa_April_2021/Zilliqa_April_2021.png)","(start_time, 1619654400000)","(end_time, 1627516800000)","(animations, None)"
"(UID, 71df3bf757bc2b7)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2224)","(_id, 2224)","(hashtag, ZilliqaFootballStars)","(asset_url, https://abs.twimg.com/hashflags/Zilliqa_April_2021/Zilliqa_April_2021.png)","(start_time, 1619654400000)","(end_time, 1627516800000)","(animations, None)"
"(UID, 020f8dc9cf66d86)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2225)","(_id, 2225)","(hashtag, ZILNFT)","(asset_url, https://abs.twimg.com/hashflags/Zilliqa_April_2021/Zilliqa_April_2021.png)","(start_time, 1619654400000)","(end_time, 1627516800000)","(animations, None)"
"(UID, e02169fe20f3e8f)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2226)","(_id, 2226)","(hashtag, Zola)","(asset_url, https://abs.twimg.com/hashflags/ZolaMovie_2021/ZolaMovie_2021.png)","(start_time, 1624492800000)","(end_time, 1632331200000)","(animations, None)"
"(UID, 784cbac7fd3f55f)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2227)","(_id, 2227)","(hashtag, ZolaMovie)","(asset_url, https://abs.twimg.com/hashflags/ZolaMovie_2021/ZolaMovie_2021.png)","(start_time, 1624492800000)","(end_time, 1632331200000)","(animations, None)"
"(UID, 29ad7dc4362d7bf)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2228)","(_id, 2228)","(hashtag, ZolaWatchParty)","(asset_url, https://abs.twimg.com/hashflags/ZolaMovie_2021_add/ZolaMovie_2021_add.png)","(start_time, 1626307200000)","(end_time, 1632331200000)","(animations, None)"
"(UID, e8413565cf86841)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2229)","(_id, 2229)","(hashtag, ZombieTiger)","(asset_url, https://abs.twimg.com/hashflags/ZombieTiger_UK_May_2021/ZombieTiger_UK_May_2021.png)","(start_time, 1621296000000)","(end_time, 1629270000000)","(animations, None)"
"(UID, 2eb87fb5eb7a2c4)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2230)","(_id, 2230)","(hashtag, zombietigercat)","(asset_url, https://abs.twimg.com/hashflags/ZombieTiger_UK_May_2021/ZombieTiger_UK_May_2021.png)","(start_time, 1621296000000)","(end_time, 1629270000000)","(animations, None)"
"(UID, c8f2aaed58d6f73)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2231)","(_id, 2231)","(hashtag, ÉcoutezMoiAussi)","(asset_url, https://abs.twimg.com/hashflags/StopViolenceAgainstWomen_2020/StopViolenceAgainstWomen_2020.png)","(start_time, 1583388300000)","(end_time, 2056665600000)","(animations, None)"
"(UID, b4e375d6df0702b)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2232)","(_id, 2232)","(hashtag, ÉquipeCanada)","(asset_url, https://abs.twimg.com/hashflags/CanadaOlympicParalympic_Tokyo/CanadaOlympicParalympic_Tokyo.png)","(start_time, 1625144400000)","(end_time, 1635339600000)","(animations, None)"
"(UID, c6e795ee7dce159)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2233)","(_id, 2233)","(hashtag, ĐEOKHẨUTRANG)","(asset_url, https://abs.twimg.com/hashflags/WearAMask_2020_2021_ext3/WearAMask_2020_2021_ext3.png)","(start_time, 1624233600000)","(end_time, 1633071600000)","(animations, None)"
"(UID, 9dc9d2d799db4dd)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2234)","(_id, 2234)","(hashtag, АлексейШостаков)","(asset_url, https://abs.twimg.com/hashflags/Disney_BlackWidow_RedGuardian_2021/Disney_BlackWidow_RedGuardian_2021.png)","(start_time, 1623415500000)","(end_time, 1631429940000)","(animations, None)"
"(UID, 57d99748a3b632e)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2235)","(_id, 2235)","(hashtag, Альберто)","(asset_url, https://abs.twimg.com/hashflags/Disney_PixarLuca_Alberto_2021/Disney_PixarLuca_Alberto_2021.png)","(start_time, 1623421800000)","(end_time, 1631429940000)","(animations, None)"
"(UID, e4495b3ec95c52e)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2236)","(_id, 2236)","(hashtag, вакцинировано)","(asset_url, https://abs.twimg.com/hashflags/vaccinated_2021_add/vaccinated_2021_add.png)","(start_time, 1614729600000)","(end_time, 1641024000000)","(animations, None)"
"(UID, ecc790de6d131a0)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2237)","(_id, 2237)","(hashtag, ВечнаЧистка)","(asset_url, https://abs.twimg.com/hashflags/TheForeverPurge_2021_v2/TheForeverPurge_2021_v2.png)","(start_time, 1622764800000)","(end_time, 1638086340000)","(animations, None)"
"(UID, f5cb2def092e772)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2238)","(_id, 2238)","(hashtag, ГлавныйГерой)","(asset_url, https://abs.twimg.com/hashflags/20th_FreeGuy_July_202_V2/20th_FreeGuy_July_202_V2.png)","(start_time, 1626154200000)","(end_time, 1634021940000)","(animations, None)"
"(UID, 8e3a3e57c6783a3)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2239)","(_id, 2239)","(hashtag, ГлавныйГеройФильм)","(asset_url, https://abs.twimg.com/hashflags/20th_FreeGuy_July_202_V2/20th_FreeGuy_July_202_V2.png)","(start_time, 1626154200000)","(end_time, 1634021940000)","(animations, None)"
"(UID, f30f5e3227b1d53)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2240)","(_id, 2240)","(hashtag, КаждаяЖенщина)","(asset_url, https://abs.twimg.com/hashflags/EveryWoman_2020/EveryWoman_2020.png)","(start_time, 1583046000000)","(end_time, 3855168000000)","(animations, None)"
"(UID, 299c7b0e41613f5)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2241)","(_id, 2241)","(hashtag, КрасныйСтраж)","(asset_url, https://abs.twimg.com/hashflags/Disney_BlackWidow_RedGuardian_2021/Disney_BlackWidow_RedGuardian_2021.png)","(start_time, 1623415500000)","(end_time, 1631429940000)","(animations, None)"
"(UID, 57e96d030679410)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2242)","(_id, 2242)","(hashtag, Лука)","(asset_url, https://abs.twimg.com/hashflags/Disney_PixarLuca_Luca_2021/Disney_PixarLuca_Luca_2021.png)","(start_time, 1623421800000)","(end_time, 1631429940000)","(animations, None)"
"(UID, a5cffe00fc781be)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2243)","(_id, 2243)","(hashtag, ЛукаФильм)","(asset_url, https://abs.twimg.com/hashflags/Disney_PixarLuca_Luca_2021/Disney_PixarLuca_Luca_2021.png)","(start_time, 1623421800000)","(end_time, 1631429940000)","(animations, None)"
"(UID, 05e4dddad15661b)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2244)","(_id, 2244)","(hashtag, МеждународныйДеньКрасногоКреста)","(asset_url, https://abs.twimg.com/hashflags/WorldRedCrossDay_May_2021_add2/WorldRedCrossDay_May_2021_add2.png)","(start_time, 1620172800000)","(end_time, 1633417140000)","(animations, None)"
"(UID, e7384161dd7ad1d)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2245)","(_id, 2245)","(hashtag, МеждународныйДеньКрасногоПолумесяца)","(asset_url, https://abs.twimg.com/hashflags/WorldRedCrossDay_May_2021_add2/WorldRedCrossDay_May_2021_add2.png)","(start_time, 1620172800000)","(end_time, 1633417140000)","(animations, None)"
"(UID, 5dca2bdc5222ceb)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2246)","(_id, 2246)","(hashtag, Мелина)","(asset_url, https://abs.twimg.com/hashflags/Disney_BlackWidow_Yelena_2021/Disney_BlackWidow_Yelena_2021.png)","(start_time, 1623415500000)","(end_time, 1631429940000)","(animations, None)"
"(UID, 582b606c5f43717)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2247)","(_id, 2247)","(hashtag, МелинаВостокофф)","(asset_url, https://abs.twimg.com/hashflags/Disney_BlackWidow_Melina_2021/Disney_BlackWidow_Melina_2021.png)","(start_time, 1623415500000)","(end_time, 1631429940000)","(animations, None)"
"(UID, 5ee38ddda6b2455)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2248)","(_id, 2248)","(hashtag, МладежкоЛидерство)","(asset_url, https://abs.twimg.com/hashflags/YouthLead_2020_add/YouthLead_2020_add.png)","(start_time, 1601251200000)","(end_time, 1630393200000)","(animations, None)"
"(UID, e0ce012805fba7d)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2249)","(_id, 2249)","(hashtag, мойтеруки)","(asset_url, https://abs.twimg.com/hashflags/WashYourHands_2020_2021_ext3/WashYourHands_2020_2021_ext3.png)","(start_time, 1624233600000)","(end_time, 1633071600000)","(animations, None)"
"(UID, a52fffd1fdc774b)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2250)","(_id, 2250)","(hashtag, МолодежьЛидирует)","(asset_url, https://abs.twimg.com/hashflags/YouthLead_2020/YouthLead_2020.png)","(start_time, 1600905600000)","(end_time, 1630393200000)","(animations, None)"
"(UID, 5cd2116a146b85c)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2251)","(_id, 2251)","(hashtag, Мы15Процентов)","(asset_url, https://abs.twimg.com/hashflags/WeThe15_2021/WeThe15_2021.png)","(start_time, 1623715200000)","(end_time, 1638691200000)","(animations, None)"
"(UID, 67dc45d8f6c5d1c)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2252)","(_id, 2252)","(hashtag, Мы15Процентов)","(asset_url, https://abs.twimg.com/hashflags/WeThe15_2021_v2/WeThe15_2021_v2.png)","(start_time, 1626220800000)","(end_time, 1638691200000)","(animations, None)"
"(UID, 93ef34bfef86345)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2253)","(_id, 2253)","(hashtag, МыЖенщины)","(asset_url, https://abs.twimg.com/hashflags/TwitterWomenTentpole_2021/TwitterWomenTentpole_2021.png)","(start_time, 1614585540000)","(end_time, 1630483200000)","(animations, None)"
"(UID, dd424bdbdb09153)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2254)","(_id, 2254)","(hashtag, НаташаРоманофф)","(asset_url, https://abs.twimg.com/hashflags/Disney_BlackWidow_BWNatasha_again_2021/Disney_BlackWidow_BWNatasha_again_2021.png)","(start_time, 1625834760000)","(end_time, 1631429940000)","(animations, None)"
"(UID, 58d6f2fe6ab6538)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2255)","(_id, 2255)","(hashtag, оставайтесьдома)","(asset_url, https://abs.twimg.com/hashflags/StayHome_2020_2021_ext3/StayHome_2020_2021_ext3.png)","(start_time, 1624233600000)","(end_time, 1633071600000)","(animations, None)"
"(UID, 555f3538565cdc6)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2256)","(_id, 2256)","(hashtag, ПоколениеРавенства)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020/OrangeTheWorld_2020.png)","(start_time, 1606064400000)","(end_time, 1636693200000)","(animations, None)"
"(UID, da85bc46694f718)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2257)","(_id, 2257)","(hashtag, Портороссо)","(asset_url, https://abs.twimg.com/hashflags/Disney_PixarLuca_Portorosso_2021/Disney_PixarLuca_Portorosso_2021.png)","(start_time, 1623421800000)","(end_time, 1631429940000)","(animations, None)"
"(UID, 5561f12984113ce)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2258)","(_id, 2258)","(hashtag, РайанРейнольдс)","(asset_url, https://abs.twimg.com/hashflags/20th_FreeGuy_July_202_V2/20th_FreeGuy_July_202_V2.png)","(start_time, 1626154200000)","(end_time, 1634021940000)","(animations, None)"
"(UID, ba4628dd4141ead)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2259)","(_id, 2259)","(hashtag, СделайМирОранжевым)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020/OrangeTheWorld_2020.png)","(start_time, 1606064400000)","(end_time, 1636693200000)","(animations, None)"
"(UID, fb8393a09187a1e)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2260)","(_id, 2260)","(hashtag, СиленциоБруно)","(asset_url, https://abs.twimg.com/hashflags/Disney_PixarLuca_Alberto_2021/Disney_PixarLuca_Alberto_2021.png)","(start_time, 1623421800000)","(end_time, 1631429940000)","(animations, None)"
"(UID, 789f6787fde13d5)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2261)","(_id, 2261)","(hashtag, Таскмастер)","(asset_url, https://abs.twimg.com/hashflags/Disney_BlackWidow_Taskmaster_2021/Disney_BlackWidow_Taskmaster_2021.png)","(start_time, 1623415500000)","(end_time, 1631429940000)","(animations, None)"
"(UID, 80482706ea58553)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2262)","(_id, 2262)","(hashtag, ЧернаяВдова)","(asset_url, https://abs.twimg.com/hashflags/Disney_BlackWidow_Symbol_2021_V2/Disney_BlackWidow_Symbol_2021_V2.png)","(start_time, 1623415500000)","(end_time, 1631429940000)","(animations, None)"
"(UID, 01bf09bc9557979)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2263)","(_id, 2263)","(hashtag, אנחנו_נשים)","(asset_url, https://abs.twimg.com/hashflags/TwitterWomenTentpole_2021/TwitterWomenTentpole_2021.png)","(start_time, 1614585540000)","(end_time, 1630483200000)","(animations, None)"
"(UID, 0f42d06bb06e8d6)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2264)","(_id, 2264)","(hashtag, לשטוףידיים)","(asset_url, https://abs.twimg.com/hashflags/WashYourHands_2020_2021_ext3/WashYourHands_2020_2021_ext3.png)","(start_time, 1624233600000)","(end_time, 1633071600000)","(animations, None)"
"(UID, b48ca8cd9fd9fc4)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2265)","(_id, 2265)","(hashtag, מחוסן)","(asset_url, https://abs.twimg.com/hashflags/vaccinated_2021_add/vaccinated_2021_add.png)","(start_time, 1614729600000)","(end_time, 1641024000000)","(animations, None)"
"(UID, 74fa9dbae4752d2)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2266)","(_id, 2266)","(hashtag, آمن_بالبيت)","(asset_url, https://abs.twimg.com/hashflags/StayHome_2020_2021_ext3/StayHome_2020_2021_ext3.png)","(start_time, 1624233600000)","(end_time, 1633071600000)","(animations, None)"
"(UID, 3027b2c9b989efb)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2267)","(_id, 2267)","(hashtag, أسهل_طريقة_لدفع_الزكاة)","(asset_url, https://abs.twimg.com/hashflags/Zakaty_May_2021/Zakaty_May_2021.png)","(start_time, 1619827200000)","(end_time, 1627689600000)","(animations, None)"
"(UID, c038f820371cfc5)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2268)","(_id, 2268)","(hashtag, أفكار_الترفيه)","(asset_url, https://abs.twimg.com/hashflags/GEA_June_2021/GEA_June_2021.png)","(start_time, 1624963260000)","(end_time, 1632912060000)","(animations, None)"
"(UID, 2049d3b7fbb7e56)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2269)","(_id, 2269)","(hashtag, أنا_اتطعمت)","(asset_url, https://abs.twimg.com/hashflags/vaccinated_2021_add/vaccinated_2021_add.png)","(start_time, 1614729600000)","(end_time, 1641024000000)","(animations, None)"
"(UID, 562cc420b7b7f90)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2270)","(_id, 2270)","(hashtag, إهداء_للتاريخ)","(asset_url, https://abs.twimg.com/hashflags/stcHistory2021/stcHistory2021.png)","(start_time, 1621751400000)","(end_time, 1629797040000)","(animations, None)"
"(UID, fe82ed797c804d9)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2271)","(_id, 2271)","(hashtag, احجز_وعيشها)","(asset_url, https://abs.twimg.com/hashflags/EnjoySaudi_June2021/EnjoySaudi_June2021.png)","(start_time, 1624962660000)","(end_time, 1632911460000)","(animations, None)"
"(UID, 6a829477a29897d)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2272)","(_id, 2272)","(hashtag, ارتدي_الكمامة)","(asset_url, https://abs.twimg.com/hashflags/WearAMask_2020_2021_ext3/WearAMask_2020_2021_ext3.png)","(start_time, 1624233600000)","(end_time, 1633071600000)","(animations, None)"
"(UID, b3b5823d87cfc61)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2273)","(_id, 2273)","(hashtag, اسے_آن_رکھیں)","(asset_url, https://abs.twimg.com/hashflags/KeepItOn_InternetShutdown_2021/KeepItOn_InternetShutdown_2021.png)","(start_time, 1615161600000)","(end_time, 1672560000000)","(animations, None)"
"(UID, 1a75fff2c7bef89)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2274)","(_id, 2274)","(hashtag, اغسل_يديك)","(asset_url, https://abs.twimg.com/hashflags/WashYourHands_2020_2021_ext3/WashYourHands_2020_2021_ext3.png)","(start_time, 1624233600000)","(end_time, 1633071600000)","(animations, None)"
"(UID, d82fc9e6c968dc1)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2275)","(_id, 2275)","(hashtag, الجوائز_الثقافية_الوطنية)","(asset_url, https://abs.twimg.com/hashflags/NationalCulturalAwardsFinalEvent_2021/NationalCulturalAwardsFinalEvent_2021.png)","(start_time, 1618963200000)","(end_time, 1627715940000)","(animations, None)"
"(UID, bd5f1cd13916365)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2276)","(_id, 2276)","(hashtag, الجيل_الخامس_لعمان)","(asset_url, https://abs.twimg.com/hashflags/OmanTel5G_2021_v3/OmanTel5G_2021_v3.png)","(start_time, 1623715200000)","(end_time, 1631282400000)","(animations, None)"
"(UID, 27be9030a86a493)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2277)","(_id, 2277)","(hashtag, الحج)","(asset_url, https://abs.twimg.com/hashflags/Hajj_2021/Hajj_2021.png)","(start_time, 1626371040000)","(end_time, 1627753440000)","(animations, None)"
"(UID, d823f26edda2985)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2278)","(_id, 2278)","(hashtag, الشباب_قادة)","(asset_url, https://abs.twimg.com/hashflags/YouthLead_2020/YouthLead_2020.png)","(start_time, 1600905600000)","(end_time, 1630393200000)","(animations, None)"
"(UID, d948567b1ff6c80)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 2279)","(_id, 2279)","(hashtag, المراكز_الترفيهية)","(asset_url, https://abs.twimg.com/hashflags/EnjoySaudi_June2021/EnjoySaudi_June2021.png)","(start_time, 1624962660000)","(end_time, 1632911460000)","(animations, None)"
